ticker,trade_num,entry_date,entry_price,entry_vix,exit_date,exit_price,exit_vix,exit_reason,holding_days,gross_return_pct,net_return_pct
A2A.MI,79,2024-04-23,1.6559231281280518,15.69,2024-06-11,1.7873666286468506,12.85,trailing_stop,49,7.937777924956579,7.637777924956579
A2A.MI,80,2024-06-12,1.8385436534881592,12.04,2024-06-14,1.7644087076187134,12.66,stop_loss,2,-4.032264652992823,-4.332264652992823
A2A.MI,81,2024-06-17,1.757712721824646,12.75,2024-08-05,1.7854535579681396,38.57,vix_exit,49,1.5782349299205523,1.2782349299205524
A2A.MI,82,2024-08-09,1.8772850036621087,20.37,2024-10-31,2.008814573287964,23.16,trailing_stop,83,7.006371934430522,6.706371934430521
A2A.MI,83,2024-11-01,1.9982922077178955,21.88,2024-12-18,2.0336854457855225,27.62,vix_exit,47,1.771174302283196,1.4711743022831962
A2A.MI,84,2024-12-23,2.03177261352539,16.78,2025-03-10,2.114994764328003,27.86,vix_exit,77,4.09603664546947,3.7960366454694694
A2A.MI,85,2025-05-05,2.136996030807495,23.64,2025-07-04,2.23799991607666,17.48,trailing_stop,60,4.726442343039783,4.426442343039783
A2A.MI,86,2025-07-07,2.2149999141693115,17.79,2025-08-11,2.124000072479248,16.25,stop_loss,35,-4.108345156491399,-4.4083451564914
A2A.MI,87,2025-09-26,2.177999973297119,15.29,2025-10-16,2.3350000381469727,25.31,vix_exit,20,7.208451183412201,6.9084511834122
A2A.MI,88,2025-10-20,2.3299999237060547,18.23,2025-11-12,2.4579999446868896,17.51,trailing_stop,23,5.493563312106908,5.1935633121069085
A2A.MI,89,2025-11-13,2.444999933242798,20.0,2025-11-19,2.345999956130981,23.66,stop_loss,6,-4.049078929033478,-4.349078929033478
A2A.MI,90,2025-11-25,2.322000026702881,18.56,2026-02-13,2.461999893188477,20.6,trailing_stop,80,6.029279279741817,5.729279279741817
